offer_ID,structure_type,floor,structure_age, insurance_amount ,water_damage,price,insurance_claim,mortgage,service_index,company,earthquake_cover,robbery_cover,,
1732,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,572,ללא תביעות,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1733,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,590,ללא תביעות,כן,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1734,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,590,ללא תביעות,כן,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1735,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,608,ללא תביעות,כן,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1736,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,669,ללא תביעות,כן,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1737,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,670,ללא תביעות,כן,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1738,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,703,ללא תביעות,כן,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1739,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,733,ללא תביעות,כן,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1740,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,980,ללא תביעות,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1741,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,375,ללא תביעות,כן,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1742,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,400,ללא תביעות,כן,76,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1743,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,455,ללא תביעות,כן,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1744,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,572,ללא תביעות,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1745,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,583,ללא תביעות,כן,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1746,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,609,ללא תביעות,כן,80,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1747,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,941,ללא תביעות,כן,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1748,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,980,ללא תביעות,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1749,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,026",ללא תביעות,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1750,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,200",ללא תביעות,כן,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1751,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,214",ללא תביעות,כן,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1752,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,322",ללא תביעות,כן,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1753,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,338",ללא תביעות,כן,72,"מנורה מבטחים ביטוח בע""מ",כולל,כולל,,
1754,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,404",ללא תביעות,כן,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
1755,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,464",ללא תביעות,כן,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
1756,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,375,ב-12 חודשים אחרונים,כן,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
1757,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,375,ב-12 חודשים אחרונים,כן,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
1758,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,390,ב-12 חודשים אחרונים,כן,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
1759,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,434,ב-12 חודשים אחרונים,כן,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
1760,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,488,ב-12 חודשים אחרונים,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1761,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,572,ב-12 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1762,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,590,ב-12 חודשים אחרונים,כן,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1763,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,590,ב-12 חודשים אחרונים,כן,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1764,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,598,ב-12 חודשים אחרונים,כן,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1765,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,639,ב-12 חודשים אחרונים,כן,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1766,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,669,ב-12 חודשים אחרונים,כן,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1767,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,670,ב-12 חודשים אחרונים,כן,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1768,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,703,ב-12 חודשים אחרונים,כן,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1769,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,733,ב-12 חודשים אחרונים,כן,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1770,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,980,ב-12 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1771,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,375,ב-12 חודשים אחרונים,כן,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1772,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,400,ב-12 חודשים אחרונים,כן,76,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1773,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,455,ב-12 חודשים אחרונים,כן,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1774,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,572,ב-12 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1775,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,583,ב-12 חודשים אחרונים,כן,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1776,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,609,ב-12 חודשים אחרונים,כן,80,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1777,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,941,ב-12 חודשים אחרונים,כן,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1778,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,980,ב-12 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1779,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,026",ב-12 חודשים אחרונים,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1780,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,200",ב-12 חודשים אחרונים,כן,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1781,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,214",ב-12 חודשים אחרונים,כן,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1782,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,338",ב-12 חודשים אחרונים,כן,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1783,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,404",ב-12 חודשים אחרונים,כן,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
1784,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,412",ב-12 חודשים אחרונים,כן,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
1785,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,494",ב-12 חודשים אחרונים,כן,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
1786,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,375,ב-24 חודשים אחרונים,כן,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
1787,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,375,ב-24 חודשים אחרונים,כן,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
1788,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,390,ב-24 חודשים אחרונים,כן,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
1789,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,434,ב-24 חודשים אחרונים,כן,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
1790,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,488,ב-24 חודשים אחרונים,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1791,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,572,ב-24 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1792,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,588,ב-24 חודשים אחרונים,כן,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1793,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,590,ב-24 חודשים אחרונים,כן,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1794,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,590,ב-24 חודשים אחרונים,כן,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1795,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,639,ב-24 חודשים אחרונים,כן,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1796,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,669,ב-24 חודשים אחרונים,כן,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1797,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,670,ב-24 חודשים אחרונים,כן,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1798,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,703,ב-24 חודשים אחרונים,כן,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1799,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,733,ב-24 חודשים אחרונים,כן,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1800,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,980,ב-24 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1801,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,375,ב-24 חודשים אחרונים,כן,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1802,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,400,ב-24 חודשים אחרונים,כן,76,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1803,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,455,ב-24 חודשים אחרונים,כן,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1804,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,572,ב-24 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1805,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,583,ב-24 חודשים אחרונים,כן,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1806,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,609,ב-24 חודשים אחרונים,כן,80,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1807,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,941,ב-24 חודשים אחרונים,כן,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1808,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,980,ב-24 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1809,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,026",ב-24 חודשים אחרונים,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1810,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,200",ב-24 חודשים אחרונים,כן,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1811,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,214",ב-24 חודשים אחרונים,כן,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1812,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,338",ב-24 חודשים אחרונים,כן,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1813,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,402",ב-24 חודשים אחרונים,כן,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
1814,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,404",ב-24 חודשים אחרונים,כן,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
1815,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,494",ב-24 חודשים אחרונים,כן,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
1816,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,375,ב-36 חודשים אחרונים,כן,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
1817,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,375,ב-36 חודשים אחרונים,כן,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
1818,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,390,ב-36 חודשים אחרונים,כן,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
1819,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,434,ב-36 חודשים אחרונים,כן,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
1820,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,488,ב-36 חודשים אחרונים,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1821,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,572,ב-36 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1822,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,576,ב-36 חודשים אחרונים,כן,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1823,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,590,ב-36 חודשים אחרונים,כן,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1824,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,590,ב-36 חודשים אחרונים,כן,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1825,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,639,ב-36 חודשים אחרונים,כן,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1826,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,669,ב-36 חודשים אחרונים,כן,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1827,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,670,ב-36 חודשים אחרונים,כן,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1828,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,703,ב-36 חודשים אחרונים,כן,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1829,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,733,ב-36 חודשים אחרונים,כן,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1830,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,980,ב-36 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1831,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,375,ב-36 חודשים אחרונים,כן,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1832,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,400,ב-36 חודשים אחרונים,כן,76,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1833,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,455,ב-36 חודשים אחרונים,כן,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1834,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,572,ב-36 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1835,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,583,ב-36 חודשים אחרונים,כן,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1836,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,609,ב-36 חודשים אחרונים,כן,80,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1837,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,941,ב-36 חודשים אחרונים,כן,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1838,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,980,ב-36 חודשים אחרונים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1839,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,026",ב-36 חודשים אחרונים,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1840,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,200",ב-36 חודשים אחרונים,כן,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1841,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,214",ב-36 חודשים אחרונים,כן,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1842,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,338",ב-36 חודשים אחרונים,כן,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1843,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,390",ב-36 חודשים אחרונים,כן,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
1844,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,404",ב-36 חודשים אחרונים,כן,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
1845,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,494",ב-36 חודשים אחרונים,כן,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
1846,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,375,יותר מאחת בשלוש שנים,כן,77,"כלל חברה לביטוח בע""מ",כולל,כולל,,
1847,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,375,יותר מאחת בשלוש שנים,כן,76,"מגדל חברה לביטוח בע""מ",כולל,כולל,,
1848,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,390,יותר מאחת בשלוש שנים,כן,84,"שומרה חברה לביטוח בע""מ",כולל,כולל,,
1849,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,434,יותר מאחת בשלוש שנים,כן,80,"ביטוח חקלאי - אגודה שיתופית מרכזית בע""מ",כולל,כולל,,
1850,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,488,יותר מאחת בשלוש שנים,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1851,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,572,יותר מאחת בשלוש שנים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1852,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,590,יותר מאחת בשלוש שנים,כן,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1853,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,590,יותר מאחת בשלוש שנים,כן,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1854,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,630,יותר מאחת בשלוש שנים,כן,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1855,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,669,יותר מאחת בשלוש שנים,כן,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1856,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,670,יותר מאחת בשלוש שנים,כן,79,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1857,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,675,יותר מאחת בשלוש שנים,כן,71,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1858,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,703,יותר מאחת בשלוש שנים,כן,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1859,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,733,יותר מאחת בשלוש שנים,כן,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1860,בניין קומה אחרונה,null,1," 250,000 ",שרברב מטעם חברת הביטוח,980,יותר מאחת בשלוש שנים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1861,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,375,יותר מאחת בשלוש שנים,כן,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1862,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,400,יותר מאחת בשלוש שנים,כן,76,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1863,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,455,יותר מאחת בשלוש שנים,כן,86,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1864,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,572,יותר מאחת בשלוש שנים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1865,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,583,יותר מאחת בשלוש שנים,כן,73,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1866,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,609,יותר מאחת בשלוש שנים,כן,80,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1867,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,941,יותר מאחת בשלוש שנים,כן,74,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1868,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,980,יותר מאחת בשלוש שנים,כן,null,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1869,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,026",יותר מאחת בשלוש שנים,כן,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1870,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,200",יותר מאחת בשלוש שנים,כן,78,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1871,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,214",יותר מאחת בשלוש שנים,כן,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1872,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,338",יותר מאחת בשלוש שנים,כן,72,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1873,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,404",יותר מאחת בשלוש שנים,כן,79,"הראל חברה לביטוח בע""מ",כולל,כולל,,
1874,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,444",יותר מאחת בשלוש שנים,כן,84,"איי אי ג'י ישראל חברה לביטוח בע""מ",כולל,כולל,,
1875,בניין קומה אחרונה,null,1," 250,000 ",שרברב לבחירת המבוטח,"1,530",יותר מאחת בשלוש שנים,כן,71,"איילון חברה לביטוח בע""מ",כולל,כולל,,
1876,בניין קומת גג,null,1," 250,000 ",שרברב מטעם חברת הביטוח,542,ללא תביעות,לא,81,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1877,בניין קומת גג,null,1," 250,000 ",שרברב מטעם חברת הביטוח,551,ללא תביעות,לא,77,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1878,בניין קומת גג,null,1," 250,000 ",שרברב מטעם חברת הביטוח,561,ללא תביעות,לא,80,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
1879,בניין קומת גג,null,1," 250,000 ",שרברב מטעם חברת הביטוח,565,ללא תביעות,לא,84,"הפניקס חברה לביטוח בע""מ",כולל,כולל,,
